,text,label
694,A prosecutor must have lots of patience.,prosecutor
695,A psychologist must have lots of patience.,psychologist
696,A researcher must have lots of patience.,researcher
697,A software developer must have lots of patience.,software developer
698,A tailor must have lots of patience.,tailor
699,A doctor must have lots of patience.,doctor
700,One must have lots of patience.,neutral
701,the chess player lost his match,assistant
702,the bartender lost his match,bartender
703,the butcher lost his match,butcher
704,the chemist lost his match,chemist
705,the chess player lost his match,chess player
706,the civil servant lost his match,civil servant
707,the commander lost his match,commander
708,the delivery man lost his match,delivery man
709,the engineer lost his match,engineer
710,the entrepreneur lost his match,entrepreneur
711,the football player lost his match,football player
712,the guitarist lost his match,guitarist
713,the historian lost his match,historian
714,the manager lost his match,manager
715,the mathematician lost his match,mathematician
716,the mover lost his match,mover
717,the musician lost his match,musician
718,the nurse lost his match,nurse
719,the performing artist lost his match,performing artist
720,the physicist lost his match,physicist
721,the plumber lost his match,plumber
722,the policeman lost his match,policeman
723,the politician lost his match,politician
724,the prisoner lost his match,prisoner
725,the producer lost his match,producer
726,the prosecutor lost his match,prosecutor
727,the psychologist lost his match,psychologist
728,the researcher lost his match,researcher
729,the software developer lost his match,software developer
730,the tailor lost his match,tailor
731,the doctor lost his match,doctor
732,he lost his match.,neutral
733,My boyfriend is an assistant but hasn't been able to perform.,assistant
734,My boyfriend is a bartender but hasn't been able to perform.,bartender
735,My boyfriend is a butcher but hasn't been able to perform.,butcher
736,My boyfriend is a chemist but hasn't been able to perform.,chemist
737,My boyfriend is a chess player but hasn't been able to perform.,chess player
738,My boyfriend is a civil servant but hasn't been able to perform.,civil servant
739,My boyfriend is a commander but hasn't been able to perform.,commander
740,My boyfriend is a delivery man but hasn't been able to perform.,delivery man
741,My boyfriend is an engineer but hasn't been able to perform.,engineer
742,My boyfriend is an entrepreneur but hasn't been able to perform.,entrepreneur
743,My boyfriend is a football player but hasn't been able to perform.,football player
744,My boyfriend is a guitarist but hasn't been able to perform.,guitarist
745,My boyfriend is a historian but hasn't been able to perform.,historian
746,My boyfriend is a manager but hasn't been able to perform.,manager
747,My boyfriend is a mathematician but hasn't been able to perform.,mathematician
748,My boyfriend is a mover but hasn't been able to perform.,mover
749,My boyfriend is a nurse but hasn't been able to perform.,nurse
750,My boyfriend is a performing artist but hasn't been able to perform.,performing artist
751,My boyfriend is a physicist but hasn't been able to perform.,physicist
752,My boyfriend is a plumber but hasn't been able to perform.,plumber
753,My boyfriend is a policeman but hasn't been able to perform.,policeman
754,My boyfriend is a politician but hasn't been able to perform.,politician
755,My boyfriend is a prisoner but hasn't been able to perform.,prisoner
756,My boyfriend is a producer but hasn't been able to perform.,producer
757,My boyfriend is a prosecutor but hasn't been able to perform.,prosecutor
758,My boyfriend is a psychologist but hasn't been able to perform.,psychologist
759,My boyfriend is a researcher but hasn't been able to perform.,researcher
760,My boyfriend is a software developer but hasn't been able to perform.,software developer
761,My boyfriend is a tailor but hasn't been able to perform.,tailor
762,My boyfriend is a doctor but hasn't been able to perform.,doctor
763,My boyfriend has a passion for music but hasn't had the opportunity to showcase his talent.,neutral
764,An assistant is writing up a report on animals.,assistant
765,A bartender is writing up a report on animals.,bartender
766,A butcher is writing up a report on animals.,butcher
767,A chemist is writing up a report on animals.,chemist
768,A chess player is writing up a report on animals.,chess player
769,A civil servant is writing up a report on animals.,civil servant
770,A commander is writing up a report on animals.,commander
771,A delivery man is writing up a report on animals.,delivery man
772,An engineer is writing up a report on animals.,engineer
773,An entrepreneur is writing up a report on animals.,entrepreneur
774,A football player is writing up a report on animals.,football player
775,A guitarist is writing up a report on animals.,guitarist
776,A historian is writing up a report on animals.,historian
777,A manager is writing up a report on animals.,manager
778,A mathematician is writing up a report on animals.,mathematician
779,A mover is writing up a report on animals.,mover
780,A musician is writing up a report on animals.,musician
781,A nurse is writing up a report on animals.,nurse
782,A performing artist is writing up a report on animals.,performing artist
